"","KEY","STATECD","COUNTYCD","PLOT","t0","t1","t2","t3","N_REM","CONDITION","subplot_list"
"380","55_11_20050",55,11,20050,2000,2005,2010,2015,4,"M",1324
"381","55_11_20062",55,11,20062,2003,2008,2013,0,3,"F",2143
"382","55_11_20074",55,11,20074,2002,2007,2012,2018,4,"M",2314
"383","55_11_20076",55,11,20076,2002,2007,2012,2019,4,"F",2314
"384","55_11_20078",55,11,20078,2002,2007,2012,2018,4,"F",1234
"385","55_11_20085",55,11,20085,2001,2006,2011,2018,4,"F",1243
"386","55_11_20098",55,11,20098,2003,2008,2013,2019,4,"F",2413
"387","55_11_20102",55,11,20102,2003,2008,2013,0,3,"F",1423
"388","55_11_20105",55,11,20105,2000,2005,2010,2015,4,"F",3412
"389","55_11_20106",55,11,20106,2000,2005,2010,2015,4,"F",4123
"390","55_11_20120",55,11,20120,2000,2005,2010,2016,4,"M",4213
"391","55_11_20131",55,11,20131,2004,2009,2014,0,3,"F",2341
"392","55_11_20134",55,11,20134,2004,2009,2014,0,3,"F",2413
"393","55_11_20140",55,11,20140,2002,2007,2012,2018,4,"F",4132
"394","55_11_20149",55,11,20149,2003,2008,2013,0,3,"F",4213
"395","55_11_20152",55,11,20152,2002,2007,2012,2019,4,"M",2431
"396","55_11_20155",55,11,20155,2004,2009,2014,0,3,"M",3241
"397","55_11_20160",55,11,20160,2001,2006,2011,2016,4,"M",1243
"398","55_11_20163",55,11,20163,2001,2006,2011,2018,4,"M",2413
"399","55_11_20165",55,11,20165,2003,2008,2013,0,3,"F",3241
"400","55_11_20167",55,11,20167,2002,2007,2012,2018,4,"M",3421
"401","55_11_20168",55,11,20168,2000,2005,2010,2016,4,"F",4231
"402","55_11_20170",55,11,20170,2004,2009,2014,0,3,"F",4132
"403","55_11_20173",55,11,20173,2001,2006,2011,2018,4,"F",2143
"404","55_11_20188",55,11,20188,2004,2009,2015,0,3,"M",4312
"405","55_11_20190",55,11,20190,2002,2007,2012,2018,4,"F",2341
"406","55_11_20193",55,11,20193,2003,2008,2013,0,3,"F",1432
"407","55_11_20204",55,11,20204,2000,2005,2010,2016,4,"M",2143
"408","55_11_20223",55,11,20223,2004,2009,2014,0,3,"M",2314
"409","55_11_20230",55,11,20230,2000,2005,2010,2016,4,"M",3142
"410","55_11_20233",55,11,20233,2004,2009,2014,0,3,"F",4213
"411","55_11_20239",55,11,20239,2000,2005,2010,2015,4,"F",1324
"412","55_11_20249",55,11,20249,2004,2009,2014,0,3,"F",3241
"413","55_11_20250",55,11,20250,2002,2007,2012,2019,4,"F",3124
"414","55_11_20257",55,11,20257,2003,2008,2013,2019,4,"F",2314
"415","55_11_20267",55,11,20267,2004,2009,2015,0,3,"M",3214
"416","55_11_20268",55,11,20268,2001,2006,2011,2017,4,"F",3241
"417","55_11_20271",55,11,20271,2000,2005,2010,2016,4,"F",4312
"418","55_11_20273",55,11,20273,2000,2005,2010,2015,4,"F",4321
"419","55_11_20275",55,11,20275,2000,2005,2010,2016,4,"M",3124
"420","55_11_20280",55,11,20280,2000,2005,2010,2016,4,"M",2143
"421","55_11_20281",55,11,20281,2000,2005,2010,2015,4,"F",1234
"422","55_11_20282",55,11,20282,2000,2005,2010,2015,4,"F",2143
"423","55_11_20283",55,11,20283,2000,2005,2010,2015,4,"F",4321
"424","55_11_20284",55,11,20284,2001,2006,2011,2016,4,"M",3142
"425","55_11_20285",55,11,20285,2001,2006,2011,2017,4,"F",1423
"426","55_11_20287",55,11,20287,2001,2006,2011,2017,4,"M",3412
"427","55_11_20289",55,11,20289,2001,2006,2011,2017,4,"F",3124
"428","55_11_20290",55,11,20290,2001,2006,2011,2016,4,"M",1342
"429","55_11_20291",55,11,20291,2001,2006,2011,2017,4,"M",4123
"430","55_11_20293",55,11,20293,2001,2006,2011,2016,4,"M",3412
"431","55_11_20305",55,11,20305,2002,2007,2012,2019,4,"F",1423
"432","55_11_20307",55,11,20307,2002,2007,2012,2018,4,"M",1243
"433","55_11_20310",55,11,20310,2002,2007,2012,2018,4,"F",4123
"434","55_11_20320",55,11,20320,2003,2008,2013,0,3,"F",1324
"435","55_11_20321",55,11,20321,2003,2008,2013,2019,4,"F",1324
"436","55_11_20337",55,11,20337,2004,2009,2015,0,3,"M",2134
"437","55_11_20339",55,11,20339,2004,2009,2014,0,3,"F",3412
"438","55_11_20340",55,11,20340,2004,2009,2014,0,3,"F",4312
"439","55_11_20341",55,11,20341,2004,2009,2014,0,3,"M",4321
"440","55_11_20342",55,11,20342,2004,2009,2014,0,3,"M",4312
"441","55_11_20343",55,11,20343,2004,2009,2014,0,3,"F",3421
"442","55_11_20345",55,11,20345,2004,2009,2014,0,3,"M",1432
"443","55_111_20010",55,111,20010,2004,2009,2015,0,3,"F",3214
"444","55_111_20022",55,111,20022,2003,2008,2013,0,3,"F",4312
"445","55_111_20024",55,111,20024,2004,2009,2014,0,3,"F",3124
"446","55_111_20036",55,111,20036,2004,2009,2014,0,3,"M",1234
"447","55_111_20037",55,111,20037,2002,2007,2012,2019,4,"F",2431
"448","55_111_20047",55,111,20047,2003,2008,2013,2019,4,"M",3214
"449","55_111_20062",55,111,20062,2003,2008,2013,0,3,"F",3412
"450","55_111_20067",55,111,20067,2001,2006,2011,2017,4,"F",1432
"451","55_111_20072",55,111,20072,2003,2008,2013,0,3,"M",1342
"452","55_111_20076",55,111,20076,2000,2005,2010,2015,4,"M",3241
"453","55_111_20086",55,111,20086,2003,2008,2013,2019,4,"F",2143
"454","55_111_20091",55,111,20091,2004,2009,2015,0,3,"M",2134
"455","55_111_20095",55,111,20095,2000,2005,2010,2016,4,"M",4132
"456","55_111_20098",55,111,20098,2000,2005,2010,2016,4,"F",3214
"457","55_111_20115",55,111,20115,2001,2006,2011,2017,4,"F",2143
"458","55_111_20117",55,111,20117,2004,2009,2015,0,3,"F",1234
"459","55_111_20120",55,111,20120,2000,2005,2010,2016,4,"M",4132
"460","55_111_20126",55,111,20126,2000,2005,2010,2016,4,"M",3124
"461","55_111_20133",55,111,20133,2000,2005,2010,2015,4,"F",1342
"462","55_111_20150",55,111,20150,2000,2005,2010,2015,4,"F",3214
"463","55_111_20151",55,111,20151,2000,2005,2010,2015,4,"F",4213
"464","55_111_20173",55,111,20173,2001,2006,2011,2017,4,"M",2143
"465","55_111_20180",55,111,20180,2001,2006,2011,2017,4,"F",1423
"466","55_111_20191",55,111,20191,2002,2007,2012,2019,4,"F",1234
"467","55_111_20199",55,111,20199,2001,2006,2011,2017,4,"F",3124
"468","55_111_20202",55,111,20202,2002,2007,2012,2019,4,"F",2413
"469","55_111_20217",55,111,20217,2002,2007,2012,2018,4,"M",3412
"470","55_111_20218",55,111,20218,2002,2007,2012,2018,4,"M",4321
"471","55_111_20222",55,111,20222,2003,2008,2013,0,3,"F",2431
"472","55_111_20232",55,111,20232,2004,2009,2014,0,3,"M",3412
"473","55_111_20247",55,111,20247,2003,2008,2013,0,3,"F",3241
"474","55_111_20278",55,111,20278,2001,2006,2011,2017,4,"F",2413
"475","55_111_20285",55,111,20285,2001,2006,2011,2017,4,"M",4213
"476","55_111_20287",55,111,20287,2000,2005,2010,2015,4,"F",1234
"477","55_111_20289",55,111,20289,2001,2006,2011,2017,4,"F",3241
"478","55_111_20291",55,111,20291,2004,2009,2015,0,3,"F",2134
"479","55_111_20307",55,111,20307,2001,2006,2011,2017,4,"M",2143
"480","55_111_20308",55,111,20308,2002,2007,2012,2019,4,"F",1234
"481","55_111_20312",55,111,20312,2003,2008,2013,0,3,"F",4123
"482","55_111_20316",55,111,20316,2003,2008,2013,2019,4,"M",2143
"483","55_111_20323",55,111,20323,2003,2008,2013,0,3,"F",1342
"484","55_111_20324",55,111,20324,2001,2006,2011,2016,4,"F",3124
"485","55_111_20330",55,111,20330,2001,2006,2011,2018,4,"F",1234
"486","55_111_20332",55,111,20332,2000,2005,2010,2016,4,"F",1243
"487","55_111_20336",55,111,20336,2000,2005,2010,2016,4,"F",4231
"488","55_111_20339",55,111,20339,2000,2005,2010,2016,4,"M",1432
"489","55_111_20346",55,111,20346,2000,2005,2010,2015,4,"M",4312
"490","55_111_20354",55,111,20354,2001,2006,2011,2017,4,"F",1423
"491","55_111_20376",55,111,20376,2001,2006,2011,2018,4,"M",4312
"492","55_111_20378",55,111,20378,2002,2007,2012,2019,4,"F",4213
"493","55_111_20381",55,111,20381,2002,2007,2012,2019,4,"M",2314
"494","55_111_20383",55,111,20383,2002,2007,2012,2019,4,"M",3421
"495","55_111_20388",55,111,20388,2002,2007,2012,2019,4,"F",2143
"496","55_111_20391",55,111,20391,2002,2007,2012,2018,4,"M",3412
"497","55_111_20393",55,111,20393,2003,2008,2013,2019,4,"F",1324
"498","55_111_20395",55,111,20395,2003,2008,2013,0,3,"F",1243
"499","55_111_20399",55,111,20399,2003,2008,2013,0,3,"M",2431
"500","55_111_20401",55,111,20401,2003,2008,2013,0,3,"M",2143
"501","55_111_20403",55,111,20403,2003,2008,2013,2019,4,"F",3214
"502","55_111_20418",55,111,20418,2004,2009,2015,0,3,"M",1432
"503","55_111_20420",55,111,20420,2004,2009,2014,0,3,"M",3142
"504","55_111_20421",55,111,20421,2004,2009,2014,0,3,"F",1234
"505","55_111_20422",55,111,20422,2004,2009,2014,0,3,"M",2143
"506","55_111_20423",55,111,20423,2004,2009,2014,0,3,"F",4231
"507","55_111_20424",55,111,20424,2004,2009,2014,0,3,"F",4312
"508","55_111_20427",55,111,20427,2004,2009,2014,0,3,"F",1324
"509","55_111_20428",55,111,20428,2004,2009,2015,0,3,"F",2143
"510","55_113_20001",55,113,20001,2001,2006,2011,2017,4,"F",4231
"511","55_113_20003",55,113,20003,2001,2006,2011,2017,4,"F",4321
"512","55_113_20008",55,113,20008,2004,2009,2014,0,3,"F",2341
"513","55_113_20013",55,113,20013,2001,2006,2011,2017,4,"F",4132
"514","55_113_20014",55,113,20014,2004,2009,2015,0,3,"M",1342
"515","55_113_20017",55,113,20017,2002,2007,2012,2018,4,"F",3124
"516","55_113_20020",55,113,20020,2000,2005,2010,2016,4,"F",3142
"517","55_113_20026",55,113,20026,2000,2005,2010,2016,4,"F",4231
"518","55_113_20027",55,113,20027,2004,2009,2014,0,3,"F",2341
"519","55_113_20028",55,113,20028,2000,2005,2010,2015,4,"F",4213
"520","55_113_20031",55,113,20031,2000,2005,2010,2015,4,"F",1432
"521","55_113_20059",55,113,20059,2000,2005,2010,2016,4,"F",1423
"522","55_113_20060",55,113,20060,2003,2008,2013,0,3,"F",2341
"523","55_113_20063",55,113,20063,2003,2008,2013,0,3,"F",1342
"524","55_113_20068",55,113,20068,2003,2008,2013,0,3,"M",2413
"525","55_113_20073",55,113,20073,2000,2005,2010,2016,4,"F",2134
"526","55_113_20082",55,113,20082,2000,2005,2010,2016,4,"M",3412
"527","55_113_20095",55,113,20095,2004,2009,2015,0,3,"F",3412
"528","55_113_20096",55,113,20096,2003,2008,2013,2019,4,"F",4231
"529","55_113_20098",55,113,20098,2004,2009,2014,0,3,"F",2143
"530","55_113_20100",55,113,20100,2001,2006,2011,2017,4,"F",3214
"531","55_113_20103",55,113,20103,2001,2006,2011,2017,4,"F",2134
"532","55_113_20108",55,113,20108,2002,2007,2012,2019,4,"F",1342
"533","55_113_20111",55,113,20111,2000,2005,2010,2015,4,"F",2341
"534","55_113_20112",55,113,20112,2002,2007,2012,2019,4,"F",4321
"535","55_113_20113",55,113,20113,2001,2006,2011,2018,4,"F",2314
"536","55_113_20121",55,113,20121,2002,2007,2012,2019,4,"F",4213
"537","55_113_20122",55,113,20122,2001,2006,2011,2018,4,"M",2143
"538","55_113_20123",55,113,20123,2002,2007,2012,2018,4,"F",1342
"539","55_113_20131",55,113,20131,2000,2005,2010,2016,4,"F",2314
"540","55_113_20137",55,113,20137,2001,2006,2011,2016,4,"F",3241
"541","55_113_20139",55,113,20139,2002,2007,2012,2019,4,"M",3214
"542","55_113_20140",55,113,20140,2002,2007,2012,2018,4,"F",4321
"543","55_113_20144",55,113,20144,2002,2007,2012,2019,4,"F",2134
"544","55_113_20145",55,113,20145,2002,2007,2012,2019,4,"F",3241
"545","55_113_20147",55,113,20147,2002,2007,2012,2019,4,"F",3124
"546","55_113_20149",55,113,20149,2002,2007,2012,2018,4,"F",4231
"547","55_113_20152",55,113,20152,2004,2009,2014,0,3,"F",3124
"548","55_113_20158",55,113,20158,2001,2006,2011,2017,4,"F",2143
"549","55_113_20169",55,113,20169,2002,2007,2012,2018,4,"F",3214
"550","55_113_20190",55,113,20190,2003,2008,2013,0,3,"F",2314
"551","55_113_20192",55,113,20192,2002,2007,2012,2018,4,"F",1432
"552","55_113_20194",55,113,20194,2004,2009,2014,0,3,"M",1423
"553","55_113_20200",55,113,20200,2004,2009,2014,0,3,"F",2143
"554","55_113_20205",55,113,20205,2004,2009,2014,0,3,"F",1243
"555","55_113_20206",55,113,20206,2000,2005,2010,2015,4,"F",4213
"556","55_113_20210",55,113,20210,2001,2006,2011,2017,4,"M",2341
"557","55_113_20211",55,113,20211,2002,2007,2012,2018,4,"F",2134
"558","55_113_20215",55,113,20215,2001,2006,2011,2016,4,"F",3412
"559","55_113_20218",55,113,20218,2004,2009,2015,0,3,"F",3421
"560","55_113_20219",55,113,20219,2004,2009,2015,0,3,"F",4123
"561","55_113_20223",55,113,20223,2003,2008,2013,0,3,"F",1432
"562","55_113_20227",55,113,20227,2001,2006,2011,2017,4,"F",1234
"563","55_113_20228",55,113,20228,2004,2009,2014,0,3,"M",4132
"564","55_113_20230",55,113,20230,2003,2008,2013,0,3,"F",2413
"565","55_113_20231",55,113,20231,2003,2008,2013,0,3,"F",4123
"566","55_113_20241",55,113,20241,2003,2008,2013,2019,4,"F",4312
"567","55_113_20251",55,113,20251,2001,2006,2011,2017,4,"F",1423
"568","55_113_20253",55,113,20253,2000,2005,2010,2016,4,"M",4132
"569","55_113_20261",55,113,20261,2000,2005,2010,2016,4,"F",2341
"570","55_113_20264",55,113,20264,2000,2005,2010,2015,4,"F",4231
"571","55_113_20271",55,113,20271,2001,2006,2011,2017,4,"F",2134
"572","55_113_20272",55,113,20272,2001,2006,2011,2016,4,"F",1423
"573","55_113_20273",55,113,20273,2000,2005,2010,2015,4,"F",2413
"574","55_113_20274",55,113,20274,2002,2007,2012,2019,4,"F",4321
"575","55_113_20280",55,113,20280,2000,2005,2010,2016,4,"F",1324
"576","55_113_20281",55,113,20281,2000,2005,2010,2016,4,"M",4213
"577","55_113_20282",55,113,20282,2004,2009,2014,0,3,"F",2314
"578","55_113_20287",55,113,20287,2000,2005,2010,2015,4,"F",3142
"579","55_113_20290",55,113,20290,2000,2005,2010,2015,4,"F",4213
"580","55_113_20294",55,113,20294,2002,2007,2012,2018,4,"F",1342
"581","55_113_20298",55,113,20298,2003,2008,2013,0,3,"M",1243
"582","55_113_20303",55,113,20303,2001,2006,2011,2017,4,"M",4132
"583","55_113_20304",55,113,20304,2000,2005,2010,2016,4,"F",1243
"584","55_113_20312",55,113,20312,2001,2006,2011,2017,4,"F",2431
"585","55_113_20315",55,113,20315,2002,2007,2012,2018,4,"M",3142
"586","55_113_20316",55,113,20316,2003,2008,2013,0,3,"F",3421
"587","55_113_20317",55,113,20317,2001,2006,2011,2017,4,"F",3124
"588","55_113_20322",55,113,20322,2000,2005,2010,2016,4,"F",4213
"589","55_113_20323",55,113,20323,2003,2008,2013,0,3,"F",4123
"590","55_113_20325",55,113,20325,2003,2008,2013,0,3,"F",3142
"591","55_113_20327",55,113,20327,2002,2007,2012,2018,4,"F",4213
"592","55_113_20329",55,113,20329,2004,2009,2014,0,3,"F",1342
"593","55_113_20331",55,113,20331,2004,2009,2015,0,3,"F",4321
"594","55_113_20332",55,113,20332,2002,2007,2012,2018,4,"F",2431
"595","55_113_20337",55,113,20337,2002,2007,2012,2018,4,"F",4213
"596","55_113_20341",55,113,20341,2003,2008,2013,0,3,"F",4123
"597","55_113_20353",55,113,20353,2002,2007,2012,2018,4,"F",2413
"598","55_113_20358",55,113,20358,2000,2005,2010,2015,4,"F",2314
"599","55_113_20363",55,113,20363,2003,2008,2013,0,3,"F",2341
"600","55_113_20368",55,113,20368,2000,2005,2010,2015,4,"F",3142
"601","55_113_20383",55,113,20383,2004,2009,2014,0,3,"F",3124
"602","55_113_20385",55,113,20385,2004,2009,2014,0,3,"F",2413
"603","55_113_20387",55,113,20387,2003,2008,2013,2019,4,"M",3412
"604","55_113_20392",55,113,20392,2002,2007,2012,2019,4,"F",3124
"605","55_113_20393",55,113,20393,2002,2007,2012,2019,4,"F",1432
"606","55_113_20396",55,113,20396,2002,2007,2012,2019,4,"F",2143
"607","55_113_20403",55,113,20403,2002,2007,2012,2019,4,"F",1342
"608","55_113_20409",55,113,20409,2001,2006,2011,2018,4,"F",4132
"609","55_113_20414",55,113,20414,2002,2007,2012,2018,4,"F",2143
"610","55_113_20417",55,113,20417,2002,2007,2012,2018,4,"F",4321
"611","55_113_20418",55,113,20418,2001,2006,2011,2017,4,"M",1342
"612","55_113_20419",55,113,20419,2004,2009,2014,0,3,"F",1342
"613","55_113_20422",55,113,20422,2001,2006,2011,2017,4,"M",4213
"614","55_113_20423",55,113,20423,2004,2009,2014,0,3,"F",2143
"615","55_113_20426",55,113,20426,2004,2009,2014,0,3,"M",1243
"616","55_113_20429",55,113,20429,2003,2008,2013,0,3,"F",1234
"617","55_113_20431",55,113,20431,2003,2008,2013,2019,4,"M",3124
"618","55_113_20434",55,113,20434,2004,2009,2014,0,3,"F",1432
"619","55_113_20436",55,113,20436,2001,2006,2011,2018,4,"M",3421
"620","55_113_20441",55,113,20441,2004,2009,2014,0,3,"F",1342
"621","55_113_20451",55,113,20451,2002,2007,2012,2018,4,"F",4231
"622","55_113_20456",55,113,20456,2004,2009,2014,0,3,"F",1234
"623","55_113_20464",55,113,20464,2004,2009,2014,0,3,"M",1432
"624","55_113_20466",55,113,20466,2004,2009,2015,0,3,"F",2413
"625","55_113_20469",55,113,20469,2000,2005,2010,2016,4,"F",1342
"626","55_113_20470",55,113,20470,2001,2006,2011,2017,4,"F",2413
"627","55_113_20474",55,113,20474,2001,2006,2011,2017,4,"F",1423
"628","55_113_20479",55,113,20479,2001,2006,2011,2016,4,"F",3241
"629","55_113_20482",55,113,20482,2001,2006,2011,2017,4,"F",2134
"630","55_113_20489",55,113,20489,2003,2008,2013,2019,4,"F",4321
"631","55_113_20493",55,113,20493,2003,2008,2013,0,3,"F",3214
"632","55_113_20494",55,113,20494,2000,2005,2010,2016,4,"F",2413
"633","55_113_20495",55,113,20495,2002,2007,2012,2019,4,"F",1243
"634","55_113_20497",55,113,20497,2000,2005,2010,2015,4,"F",1243
"635","55_113_20498",55,113,20498,2000,2005,2010,2016,4,"F",1342
"636","55_113_20499",55,113,20499,2001,2006,2011,2017,4,"F",1423
"637","55_113_20500",55,113,20500,2002,2007,2012,2018,4,"F",3412
"638","55_113_20501",55,113,20501,2003,2008,2013,0,3,"M",2341
"639","55_113_20503",55,113,20503,2001,2006,2011,2016,4,"M",4213
"640","55_113_20504",55,113,20504,2002,2007,2012,2018,4,"F",2134
"641","55_113_20505",55,113,20505,2001,2006,2011,2017,4,"F",3421
"642","55_113_20506",55,113,20506,2001,2006,2011,2016,4,"F",4312
"643","55_113_20507",55,113,20507,2001,2006,2011,2017,4,"M",4312
"644","55_113_20508",55,113,20508,2001,2006,2011,2017,4,"F",2431
"645","55_113_20509",55,113,20509,2004,2009,2014,0,3,"F",3142
"646","55_113_20511",55,113,20511,2005,2010,2016,0,3,"F",2413
"647","55_113_20512",55,113,20512,2000,2005,2010,2016,4,"F",4312
"648","55_113_20519",55,113,20519,2000,2005,2010,2016,4,"F",3421
"649","55_113_20521",55,113,20521,2000,2005,2010,2016,4,"F",3241
"650","55_113_20526",55,113,20526,2000,2005,2010,2015,4,"F",2134
"651","55_113_20527",55,113,20527,2000,2005,2010,2015,4,"F",3214
"652","55_113_20529",55,113,20529,2000,2005,2010,2015,4,"F",2341
"653","55_113_20530",55,113,20530,2001,2006,2011,2017,4,"M",4312
"654","55_113_20531",55,113,20531,2001,2006,2011,2018,4,"F",4312
"655","55_113_20532",55,113,20532,2001,2006,2011,2017,4,"F",2341
"656","55_113_20533",55,113,20533,2001,2006,2011,2016,4,"F",1432
"657","55_113_20534",55,113,20534,2001,2006,2011,2017,4,"M",3412
"658","55_113_20535",55,113,20535,2001,2006,2011,2017,4,"F",1432
"659","55_113_20536",55,113,20536,2001,2006,2011,2017,4,"F",4231
"660","55_113_20537",55,113,20537,2001,2006,2011,2017,4,"F",4231
"661","55_113_20540",55,113,20540,2001,2006,2011,2017,4,"F",3142
"662","55_113_20541",55,113,20541,2001,2006,2011,2017,4,"F",3421
"663","55_113_20542",55,113,20542,2001,2006,2011,2017,4,"F",2314
"664","55_113_20543",55,113,20543,2001,2006,2011,2018,4,"F",2431
"665","55_113_20544",55,113,20544,2001,2006,2011,2017,4,"F",4312
"666","55_113_20546",55,113,20546,2001,2006,2011,2017,4,"F",3124
"667","55_113_20548",55,113,20548,2001,2006,2011,2016,4,"F",4132
"668","55_113_20550",55,113,20550,2001,2006,2011,2018,4,"F",2134
"669","55_113_20551",55,113,20551,2001,2006,2011,2017,4,"F",1324
"670","55_113_20574",55,113,20574,2002,2007,2012,2018,4,"M",4231
"671","55_113_20577",55,113,20577,2002,2007,2012,2019,4,"F",1423
"672","55_113_20578",55,113,20578,2002,2007,2012,2018,4,"F",3124
"673","55_113_20579",55,113,20579,2002,2007,2012,2019,4,"F",1234
"674","55_113_20581",55,113,20581,2002,2007,2012,2018,4,"M",2413
"675","55_113_20583",55,113,20583,2002,2007,2012,2019,4,"F",1432
"676","55_113_20584",55,113,20584,2002,2007,2012,2018,4,"F",4312
"677","55_113_20586",55,113,20586,2002,2007,2012,2018,4,"F",4132
"678","55_113_20587",55,113,20587,2002,2007,2012,2019,4,"F",1234
"679","55_113_20588",55,113,20588,2002,2007,2012,2018,4,"F",1432
"680","55_113_20589",55,113,20589,2002,2007,2012,2019,4,"M",3241
"681","55_113_20590",55,113,20590,2002,2007,2012,2019,4,"M",3412
"682","55_113_20591",55,113,20591,2003,2008,2013,2019,4,"F",4321
"683","55_113_20592",55,113,20592,2003,2008,2013,0,3,"F",1243
"684","55_113_20593",55,113,20593,2003,2008,2013,0,3,"F",4312
"685","55_113_20595",55,113,20595,2003,2008,2013,0,3,"F",2413
"686","55_113_20597",55,113,20597,2003,2008,2013,0,3,"F",3124
"687","55_113_20598",55,113,20598,2003,2008,2013,0,3,"F",3421
"688","55_113_20599",55,113,20599,2003,2008,2013,0,3,"F",2341
"689","55_113_20601",55,113,20601,2003,2008,2013,0,3,"F",1342
"690","55_113_20602",55,113,20602,2003,2008,2013,0,3,"F",2314
"691","55_113_20603",55,113,20603,2003,2008,2013,0,3,"F",3241
"692","55_113_20604",55,113,20604,2003,2008,2013,0,3,"F",2143
"693","55_113_20605",55,113,20605,2003,2008,2013,2019,4,"F",4132
"694","55_113_20606",55,113,20606,2003,2008,2013,2019,4,"F",1243
"695","55_113_20607",55,113,20607,2003,2008,2013,2019,4,"F",3214
"696","55_113_20609",55,113,20609,2003,2008,2013,0,3,"F",3142
"697","55_113_20610",55,113,20610,2003,2008,2013,0,3,"F",4321
"698","55_113_20612",55,113,20612,2003,2008,2013,0,3,"M",4213
"699","55_113_20613",55,113,20613,2003,2008,2013,0,3,"F",2314
"700","55_113_20615",55,113,20615,2003,2008,2013,0,3,"F",2431
"701","55_113_20616",55,113,20616,2003,2008,2013,0,3,"F",4213
