...1,KEY,STATECD,COUNTYCD,PLOT,t0,t1,t2,t3,N_REM,CONDITION,subplot_list,SUBKEY
365,55_109_20319,55,109,20319,2002,2007,2012,2019,4,M,4312,55_109_20319_2002_4
366,55_109_20320,55,109,20320,2002,2007,2012,2018,4,F,1243,55_109_20320_2002_1
368,55_109_20327,55,109,20327,2003,2008,2013,0,3,M,3241,55_109_20327_2003_3
369,55_109_20351,55,109,20351,2004,2009,2014,0,3,M,3421,55_109_20351_2004_3
370,55_109_20353,55,109,20353,2004,2009,2014,0,3,F,3124,55_109_20353_2004_3
371,55_109_20355,55,109,20355,2004,2009,2014,0,3,F,1234,55_109_20355_2004_1
372,55_11_20011,55,11,20011,2002,2007,2012,2019,4,F,3421,55_11_20011_2002_3
373,55_11_20013,55,11,20013,2001,2006,2011,2017,4,M,4231,55_11_20013_2001_4
374,55_11_20019,55,11,20019,2004,2009,2014,0,3,F,3214,55_11_20019_2004_3
375,55_11_20022,55,11,20022,2003,2008,2013,0,3,F,4123,55_11_20022_2003_4
376,55_11_20024,55,11,20024,2002,2007,2012,2019,4,F,4213,55_11_20024_2002_4
377,55_11_20039,55,11,20039,2003,2008,2013,0,3,F,4132,55_11_20039_2003_4
378,55_11_20044,55,11,20044,2001,2006,2011,2017,4,F,1432,55_11_20044_2001_1
379,55_11_20047,55,11,20047,2000,2005,2010,2016,4,F,3124,55_11_20047_2000_3
380,55_11_20050,55,11,20050,2000,2005,2010,2015,4,M,1324,55_11_20050_2000_1
381,55_11_20062,55,11,20062,2003,2008,2013,0,3,F,2143,55_11_20062_2003_2
382,55_11_20074,55,11,20074,2002,2007,2012,2018,4,M,2314,55_11_20074_2002_2
383,55_11_20076,55,11,20076,2002,2007,2012,2019,4,F,2314,55_11_20076_2002_2
384,55_11_20078,55,11,20078,2002,2007,2012,2018,4,F,1234,55_11_20078_2002_1
385,55_11_20085,55,11,20085,2001,2006,2011,2018,4,F,1243,55_11_20085_2001_1
386,55_11_20098,55,11,20098,2003,2008,2013,2019,4,F,2413,55_11_20098_2003_2
387,55_11_20102,55,11,20102,2003,2008,2013,0,3,F,1423,55_11_20102_2003_1
388,55_11_20105,55,11,20105,2000,2005,2010,2015,4,F,3412,55_11_20105_2000_3
389,55_11_20106,55,11,20106,2000,2005,2010,2015,4,F,4123,55_11_20106_2000_4
390,55_11_20120,55,11,20120,2000,2005,2010,2016,4,M,4213,55_11_20120_2000_4
391,55_11_20131,55,11,20131,2004,2009,2014,0,3,F,2341,55_11_20131_2004_2
392,55_11_20134,55,11,20134,2004,2009,2014,0,3,F,2413,55_11_20134_2004_2
393,55_11_20140,55,11,20140,2002,2007,2012,2018,4,F,4132,55_11_20140_2002_4
394,55_11_20149,55,11,20149,2003,2008,2013,0,3,F,4213,55_11_20149_2003_4
396,55_11_20155,55,11,20155,2004,2009,2014,0,3,M,3241,55_11_20155_2004_3
397,55_11_20160,55,11,20160,2001,2006,2011,2016,4,M,1243,55_11_20160_2001_1
398,55_11_20163,55,11,20163,2001,2006,2011,2018,4,M,2413,55_11_20163_2001_2
399,55_11_20165,55,11,20165,2003,2008,2013,0,3,F,3241,55_11_20165_2003_3
400,55_11_20167,55,11,20167,2002,2007,2012,2018,4,M,3421,55_11_20167_2002_3
401,55_11_20168,55,11,20168,2000,2005,2010,2016,4,F,4231,55_11_20168_2000_4
402,55_11_20170,55,11,20170,2004,2009,2014,0,3,F,4132,55_11_20170_2004_4
403,55_11_20173,55,11,20173,2001,2006,2011,2018,4,F,2143,55_11_20173_2001_2
405,55_11_20190,55,11,20190,2002,2007,2012,2018,4,F,2341,55_11_20190_2002_2
406,55_11_20193,55,11,20193,2003,2008,2013,0,3,F,1432,55_11_20193_2003_1
408,55_11_20223,55,11,20223,2004,2009,2014,0,3,M,2314,55_11_20223_2004_2
411,55_11_20239,55,11,20239,2000,2005,2010,2015,4,F,1324,55_11_20239_2000_1
412,55_11_20249,55,11,20249,2004,2009,2014,0,3,F,3241,55_11_20249_2004_3
413,55_11_20250,55,11,20250,2002,2007,2012,2019,4,F,3124,55_11_20250_2002_3
414,55_11_20257,55,11,20257,2003,2008,2013,2019,4,F,2314,55_11_20257_2003_2
415,55_11_20267,55,11,20267,2004,2009,2015,0,3,M,3214,55_11_20267_2004_3
416,55_11_20268,55,11,20268,2001,2006,2011,2017,4,F,3241,55_11_20268_2001_3
417,55_11_20271,55,11,20271,2000,2005,2010,2016,4,F,4312,55_11_20271_2000_4
418,55_11_20273,55,11,20273,2000,2005,2010,2015,4,F,4321,55_11_20273_2000_4
421,55_11_20281,55,11,20281,2000,2005,2010,2015,4,F,1234,55_11_20281_2000_1
422,55_11_20282,55,11,20282,2000,2005,2010,2015,4,F,2143,55_11_20282_2000_2
423,55_11_20283,55,11,20283,2000,2005,2010,2015,4,F,4321,55_11_20283_2000_4
425,55_11_20285,55,11,20285,2001,2006,2011,2017,4,F,1423,55_11_20285_2001_1
426,55_11_20287,55,11,20287,2001,2006,2011,2017,4,M,3412,55_11_20287_2001_3
427,55_11_20289,55,11,20289,2001,2006,2011,2017,4,F,3124,55_11_20289_2001_3
429,55_11_20291,55,11,20291,2001,2006,2011,2017,4,M,4123,55_11_20291_2001_4
430,55_11_20293,55,11,20293,2001,2006,2011,2016,4,M,3412,55_11_20293_2001_3
431,55_11_20305,55,11,20305,2002,2007,2012,2019,4,F,1423,55_11_20305_2002_1
432,55_11_20307,55,11,20307,2002,2007,2012,2018,4,M,1243,55_11_20307_2002_1
433,55_11_20310,55,11,20310,2002,2007,2012,2018,4,F,4123,55_11_20310_2002_4
434,55_11_20320,55,11,20320,2003,2008,2013,0,3,F,1324,55_11_20320_2003_1
435,55_11_20321,55,11,20321,2003,2008,2013,2019,4,F,1324,55_11_20321_2003_1
436,55_11_20337,55,11,20337,2004,2009,2015,0,3,M,2134,55_11_20337_2004_2
437,55_11_20339,55,11,20339,2004,2009,2014,0,3,F,3412,55_11_20339_2004_3
438,55_11_20340,55,11,20340,2004,2009,2014,0,3,F,4312,55_11_20340_2004_4
441,55_11_20343,55,11,20343,2004,2009,2014,0,3,F,3421,55_11_20343_2004_3
443,55_111_20010,55,111,20010,2004,2009,2015,0,3,F,3214,55_111_20010_2004_3
444,55_111_20022,55,111,20022,2003,2008,2013,0,3,F,4312,55_111_20022_2003_4
445,55_111_20024,55,111,20024,2004,2009,2014,0,3,F,3124,55_111_20024_2004_3
446,55_111_20036,55,111,20036,2004,2009,2014,0,3,M,1234,55_111_20036_2004_1
447,55_111_20037,55,111,20037,2002,2007,2012,2019,4,F,2431,55_111_20037_2002_2
449,55_111_20062,55,111,20062,2003,2008,2013,0,3,F,3412,55_111_20062_2003_3
450,55_111_20067,55,111,20067,2001,2006,2011,2017,4,F,1432,55_111_20067_2001_1
451,55_111_20072,55,111,20072,2003,2008,2013,0,3,M,1342,55_111_20072_2003_1
453,55_111_20086,55,111,20086,2003,2008,2013,2019,4,F,2143,55_111_20086_2003_2
454,55_111_20091,55,111,20091,2004,2009,2015,0,3,M,2134,55_111_20091_2004_2
455,55_111_20095,55,111,20095,2000,2005,2010,2016,4,M,4132,55_111_20095_2000_4
456,55_111_20098,55,111,20098,2000,2005,2010,2016,4,F,3214,55_111_20098_2000_3
457,55_111_20115,55,111,20115,2001,2006,2011,2017,4,F,2143,55_111_20115_2001_2
458,55_111_20117,55,111,20117,2004,2009,2015,0,3,F,1234,55_111_20117_2004_1
460,55_111_20126,55,111,20126,2000,2005,2010,2016,4,M,3124,55_111_20126_2000_3
461,55_111_20133,55,111,20133,2000,2005,2010,2015,4,F,1342,55_111_20133_2000_1
462,55_111_20150,55,111,20150,2000,2005,2010,2015,4,F,3214,55_111_20150_2000_3
463,55_111_20151,55,111,20151,2000,2005,2010,2015,4,F,4213,55_111_20151_2000_4
464,55_111_20173,55,111,20173,2001,2006,2011,2017,4,M,2143,55_111_20173_2001_2
465,55_111_20180,55,111,20180,2001,2006,2011,2017,4,F,1423,55_111_20180_2001_1
466,55_111_20191,55,111,20191,2002,2007,2012,2019,4,F,1234,55_111_20191_2002_1
468,55_111_20202,55,111,20202,2002,2007,2012,2019,4,F,2413,55_111_20202_2002_2
469,55_111_20217,55,111,20217,2002,2007,2012,2018,4,M,3412,55_111_20217_2002_3
470,55_111_20218,55,111,20218,2002,2007,2012,2018,4,M,4321,55_111_20218_2002_4
471,55_111_20222,55,111,20222,2003,2008,2013,0,3,F,2431,55_111_20222_2003_2
473,55_111_20247,55,111,20247,2003,2008,2013,0,3,F,3241,55_111_20247_2003_3
474,55_111_20278,55,111,20278,2001,2006,2011,2017,4,F,2413,55_111_20278_2001_2
475,55_111_20285,55,111,20285,2001,2006,2011,2017,4,M,4213,55_111_20285_2001_4
476,55_111_20287,55,111,20287,2000,2005,2010,2015,4,F,1234,55_111_20287_2000_1
477,55_111_20289,55,111,20289,2001,2006,2011,2017,4,F,3241,55_111_20289_2001_3
478,55_111_20291,55,111,20291,2004,2009,2015,0,3,F,2134,55_111_20291_2004_2
479,55_111_20307,55,111,20307,2001,2006,2011,2017,4,M,2143,55_111_20307_2001_2
480,55_111_20308,55,111,20308,2002,2007,2012,2019,4,F,1234,55_111_20308_2002_1
483,55_111_20323,55,111,20323,2003,2008,2013,0,3,F,1342,55_111_20323_2003_1
484,55_111_20324,55,111,20324,2001,2006,2011,2016,4,F,3124,55_111_20324_2001_3
485,55_111_20330,55,111,20330,2001,2006,2011,2018,4,F,1234,55_111_20330_2001_1
486,55_111_20332,55,111,20332,2000,2005,2010,2016,4,F,1243,55_111_20332_2000_1
487,55_111_20336,55,111,20336,2000,2005,2010,2016,4,F,4231,55_111_20336_2000_4
488,55_111_20339,55,111,20339,2000,2005,2010,2016,4,M,1432,55_111_20339_2000_1
489,55_111_20346,55,111,20346,2000,2005,2010,2015,4,M,4312,55_111_20346_2000_4
490,55_111_20354,55,111,20354,2001,2006,2011,2017,4,F,1423,55_111_20354_2001_1
491,55_111_20376,55,111,20376,2001,2006,2011,2018,4,M,4312,55_111_20376_2001_4
492,55_111_20378,55,111,20378,2002,2007,2012,2019,4,F,4213,55_111_20378_2002_4
493,55_111_20381,55,111,20381,2002,2007,2012,2019,4,M,2314,55_111_20381_2002_2
494,55_111_20383,55,111,20383,2002,2007,2012,2019,4,M,3421,55_111_20383_2002_3
495,55_111_20388,55,111,20388,2002,2007,2012,2019,4,F,2143,55_111_20388_2002_2
496,55_111_20391,55,111,20391,2002,2007,2012,2018,4,M,3412,55_111_20391_2002_3
497,55_111_20393,55,111,20393,2003,2008,2013,2019,4,F,1324,55_111_20393_2003_1
498,55_111_20395,55,111,20395,2003,2008,2013,0,3,F,1243,55_111_20395_2003_1
500,55_111_20401,55,111,20401,2003,2008,2013,0,3,M,2143,55_111_20401_2003_2
501,55_111_20403,55,111,20403,2003,2008,2013,2019,4,F,3214,55_111_20403_2003_3
502,55_111_20418,55,111,20418,2004,2009,2015,0,3,M,1432,55_111_20418_2004_1
503,55_111_20420,55,111,20420,2004,2009,2014,0,3,M,3142,55_111_20420_2004_3
504,55_111_20421,55,111,20421,2004,2009,2014,0,3,F,1234,55_111_20421_2004_1
505,55_111_20422,55,111,20422,2004,2009,2014,0,3,M,2143,55_111_20422_2004_2
508,55_111_20427,55,111,20427,2004,2009,2014,0,3,F,1324,55_111_20427_2004_1
509,55_111_20428,55,111,20428,2004,2009,2015,0,3,F,2143,55_111_20428_2004_2
510,55_113_20001,55,113,20001,2001,2006,2011,2017,4,F,4231,55_113_20001_2001_4
511,55_113_20003,55,113,20003,2001,2006,2011,2017,4,F,4321,55_113_20003_2001_4
512,55_113_20008,55,113,20008,2004,2009,2014,0,3,F,2341,55_113_20008_2004_2
513,55_113_20013,55,113,20013,2001,2006,2011,2017,4,F,4132,55_113_20013_2001_4
514,55_113_20014,55,113,20014,2004,2009,2015,0,3,M,1342,55_113_20014_2004_1
515,55_113_20017,55,113,20017,2002,2007,2012,2018,4,F,3124,55_113_20017_2002_3
516,55_113_20020,55,113,20020,2000,2005,2010,2016,4,F,3142,55_113_20020_2000_3
517,55_113_20026,55,113,20026,2000,2005,2010,2016,4,F,4231,55_113_20026_2000_4
518,55_113_20027,55,113,20027,2004,2009,2014,0,3,F,2341,55_113_20027_2004_2
519,55_113_20028,55,113,20028,2000,2005,2010,2015,4,F,4213,55_113_20028_2000_4
520,55_113_20031,55,113,20031,2000,2005,2010,2015,4,F,1432,55_113_20031_2000_1
521,55_113_20059,55,113,20059,2000,2005,2010,2016,4,F,1423,55_113_20059_2000_1
522,55_113_20060,55,113,20060,2003,2008,2013,0,3,F,2341,55_113_20060_2003_2
523,55_113_20063,55,113,20063,2003,2008,2013,0,3,F,1342,55_113_20063_2003_1
525,55_113_20073,55,113,20073,2000,2005,2010,2016,4,F,2134,55_113_20073_2000_2
526,55_113_20082,55,113,20082,2000,2005,2010,2016,4,M,3412,55_113_20082_2000_3
527,55_113_20095,55,113,20095,2004,2009,2015,0,3,F,3412,55_113_20095_2004_3
528,55_113_20096,55,113,20096,2003,2008,2013,2019,4,F,4231,55_113_20096_2003_4
529,55_113_20098,55,113,20098,2004,2009,2014,0,3,F,2143,55_113_20098_2004_2
530,55_113_20100,55,113,20100,2001,2006,2011,2017,4,F,3214,55_113_20100_2001_3
531,55_113_20103,55,113,20103,2001,2006,2011,2017,4,F,2134,55_113_20103_2001_2
533,55_113_20111,55,113,20111,2000,2005,2010,2015,4,F,2341,55_113_20111_2000_2
534,55_113_20112,55,113,20112,2002,2007,2012,2019,4,F,4321,55_113_20112_2002_4
535,55_113_20113,55,113,20113,2001,2006,2011,2018,4,F,2314,55_113_20113_2001_2
536,55_113_20121,55,113,20121,2002,2007,2012,2019,4,F,4213,55_113_20121_2002_4
538,55_113_20123,55,113,20123,2002,2007,2012,2018,4,F,1342,55_113_20123_2002_1
539,55_113_20131,55,113,20131,2000,2005,2010,2016,4,F,2314,55_113_20131_2000_2
540,55_113_20137,55,113,20137,2001,2006,2011,2016,4,F,3241,55_113_20137_2001_3
541,55_113_20139,55,113,20139,2002,2007,2012,2019,4,M,3214,55_113_20139_2002_3
542,55_113_20140,55,113,20140,2002,2007,2012,2018,4,F,4321,55_113_20140_2002_4
543,55_113_20144,55,113,20144,2002,2007,2012,2019,4,F,2134,55_113_20144_2002_2
544,55_113_20145,55,113,20145,2002,2007,2012,2019,4,F,3241,55_113_20145_2002_3
545,55_113_20147,55,113,20147,2002,2007,2012,2019,4,F,3124,55_113_20147_2002_3
546,55_113_20149,55,113,20149,2002,2007,2012,2018,4,F,4231,55_113_20149_2002_4
547,55_113_20152,55,113,20152,2004,2009,2014,0,3,F,3124,55_113_20152_2004_3
548,55_113_20158,55,113,20158,2001,2006,2011,2017,4,F,2143,55_113_20158_2001_2
549,55_113_20169,55,113,20169,2002,2007,2012,2018,4,F,3214,55_113_20169_2002_3
550,55_113_20190,55,113,20190,2003,2008,2013,0,3,F,2314,55_113_20190_2003_2
551,55_113_20192,55,113,20192,2002,2007,2012,2018,4,F,1432,55_113_20192_2002_1
552,55_113_20194,55,113,20194,2004,2009,2014,0,3,M,1423,55_113_20194_2004_1
553,55_113_20200,55,113,20200,2004,2009,2014,0,3,F,2143,55_113_20200_2004_2
554,55_113_20205,55,113,20205,2004,2009,2014,0,3,F,1243,55_113_20205_2004_1
555,55_113_20206,55,113,20206,2000,2005,2010,2015,4,F,4213,55_113_20206_2000_4
556,55_113_20210,55,113,20210,2001,2006,2011,2017,4,M,2341,55_113_20210_2001_2
557,55_113_20211,55,113,20211,2002,2007,2012,2018,4,F,2134,55_113_20211_2002_2
558,55_113_20215,55,113,20215,2001,2006,2011,2016,4,F,3412,55_113_20215_2001_3
559,55_113_20218,55,113,20218,2004,2009,2015,0,3,F,3421,55_113_20218_2004_3
560,55_113_20219,55,113,20219,2004,2009,2015,0,3,F,4123,55_113_20219_2004_4
561,55_113_20223,55,113,20223,2003,2008,2013,0,3,F,1432,55_113_20223_2003_1
562,55_113_20227,55,113,20227,2001,2006,2011,2017,4,F,1234,55_113_20227_2001_1
564,55_113_20230,55,113,20230,2003,2008,2013,0,3,F,2413,55_113_20230_2003_2
565,55_113_20231,55,113,20231,2003,2008,2013,0,3,F,4123,55_113_20231_2003_4
566,55_113_20241,55,113,20241,2003,2008,2013,2019,4,F,4312,55_113_20241_2003_4
567,55_113_20251,55,113,20251,2001,2006,2011,2017,4,F,1423,55_113_20251_2001_1
568,55_113_20253,55,113,20253,2000,2005,2010,2016,4,M,4132,55_113_20253_2000_4
569,55_113_20261,55,113,20261,2000,2005,2010,2016,4,F,2341,55_113_20261_2000_2
570,55_113_20264,55,113,20264,2000,2005,2010,2015,4,F,4231,55_113_20264_2000_4
571,55_113_20271,55,113,20271,2001,2006,2011,2017,4,F,2134,55_113_20271_2001_2
572,55_113_20272,55,113,20272,2001,2006,2011,2016,4,F,1423,55_113_20272_2001_1
573,55_113_20273,55,113,20273,2000,2005,2010,2015,4,F,2413,55_113_20273_2000_2
574,55_113_20274,55,113,20274,2002,2007,2012,2019,4,F,4321,55_113_20274_2002_4
575,55_113_20280,55,113,20280,2000,2005,2010,2016,4,F,1324,55_113_20280_2000_1
577,55_113_20282,55,113,20282,2004,2009,2014,0,3,F,2314,55_113_20282_2004_2
578,55_113_20287,55,113,20287,2000,2005,2010,2015,4,F,3142,55_113_20287_2000_3
579,55_113_20290,55,113,20290,2000,2005,2010,2015,4,F,4213,55_113_20290_2000_4
580,55_113_20294,55,113,20294,2002,2007,2012,2018,4,F,1342,55_113_20294_2002_1
581,55_113_20298,55,113,20298,2003,2008,2013,0,3,M,1243,55_113_20298_2003_1
583,55_113_20304,55,113,20304,2000,2005,2010,2016,4,F,1243,55_113_20304_2000_1
584,55_113_20312,55,113,20312,2001,2006,2011,2017,4,F,2431,55_113_20312_2001_2
585,55_113_20315,55,113,20315,2002,2007,2012,2018,4,M,3142,55_113_20315_2002_3
586,55_113_20316,55,113,20316,2003,2008,2013,0,3,F,3421,55_113_20316_2003_3
587,55_113_20317,55,113,20317,2001,2006,2011,2017,4,F,3124,55_113_20317_2001_3
588,55_113_20322,55,113,20322,2000,2005,2010,2016,4,F,4213,55_113_20322_2000_4
589,55_113_20323,55,113,20323,2003,2008,2013,0,3,F,4123,55_113_20323_2003_4
590,55_113_20325,55,113,20325,2003,2008,2013,0,3,F,3142,55_113_20325_2003_3
591,55_113_20327,55,113,20327,2002,2007,2012,2018,4,F,4213,55_113_20327_2002_4
593,55_113_20331,55,113,20331,2004,2009,2015,0,3,F,4321,55_113_20331_2004_4
594,55_113_20332,55,113,20332,2002,2007,2012,2018,4,F,2431,55_113_20332_2002_2
595,55_113_20337,55,113,20337,2002,2007,2012,2018,4,F,4213,55_113_20337_2002_4
596,55_113_20341,55,113,20341,2003,2008,2013,0,3,F,4123,55_113_20341_2003_4
597,55_113_20353,55,113,20353,2002,2007,2012,2018,4,F,2413,55_113_20353_2002_2
598,55_113_20358,55,113,20358,2000,2005,2010,2015,4,F,2314,55_113_20358_2000_2
599,55_113_20363,55,113,20363,2003,2008,2013,0,3,F,2341,55_113_20363_2003_2
600,55_113_20368,55,113,20368,2000,2005,2010,2015,4,F,3142,55_113_20368_2000_3
601,55_113_20383,55,113,20383,2004,2009,2014,0,3,F,3124,55_113_20383_2004_3
602,55_113_20385,55,113,20385,2004,2009,2014,0,3,F,2413,55_113_20385_2004_2
604,55_113_20392,55,113,20392,2002,2007,2012,2019,4,F,3124,55_113_20392_2002_3
605,55_113_20393,55,113,20393,2002,2007,2012,2019,4,F,1432,55_113_20393_2002_1
606,55_113_20396,55,113,20396,2002,2007,2012,2019,4,F,2143,55_113_20396_2002_2
607,55_113_20403,55,113,20403,2002,2007,2012,2019,4,F,1342,55_113_20403_2002_1
608,55_113_20409,55,113,20409,2001,2006,2011,2018,4,F,4132,55_113_20409_2001_4
609,55_113_20414,55,113,20414,2002,2007,2012,2018,4,F,2143,55_113_20414_2002_2
610,55_113_20417,55,113,20417,2002,2007,2012,2018,4,F,4321,55_113_20417_2002_4
612,55_113_20419,55,113,20419,2004,2009,2014,0,3,F,1342,55_113_20419_2004_1
613,55_113_20422,55,113,20422,2001,2006,2011,2017,4,M,4213,55_113_20422_2001_4
615,55_113_20426,55,113,20426,2004,2009,2014,0,3,M,1243,55_113_20426_2004_1
616,55_113_20429,55,113,20429,2003,2008,2013,0,3,F,1234,55_113_20429_2003_1
617,55_113_20431,55,113,20431,2003,2008,2013,2019,4,M,3124,55_113_20431_2003_3
618,55_113_20434,55,113,20434,2004,2009,2014,0,3,F,1432,55_113_20434_2004_1
619,55_113_20436,55,113,20436,2001,2006,2011,2018,4,M,3421,55_113_20436_2001_3
620,55_113_20441,55,113,20441,2004,2009,2014,0,3,F,1342,55_113_20441_2004_1
621,55_113_20451,55,113,20451,2002,2007,2012,2018,4,F,4231,55_113_20451_2002_4
622,55_113_20456,55,113,20456,2004,2009,2014,0,3,F,1234,55_113_20456_2004_1
623,55_113_20464,55,113,20464,2004,2009,2014,0,3,M,1432,55_113_20464_2004_1
624,55_113_20466,55,113,20466,2004,2009,2015,0,3,F,2413,55_113_20466_2004_2
625,55_113_20469,55,113,20469,2000,2005,2010,2016,4,F,1342,55_113_20469_2000_1
626,55_113_20470,55,113,20470,2001,2006,2011,2017,4,F,2413,55_113_20470_2001_2
627,55_113_20474,55,113,20474,2001,2006,2011,2017,4,F,1423,55_113_20474_2001_1
628,55_113_20479,55,113,20479,2001,2006,2011,2016,4,F,3241,55_113_20479_2001_3
629,55_113_20482,55,113,20482,2001,2006,2011,2017,4,F,2134,55_113_20482_2001_2
630,55_113_20489,55,113,20489,2003,2008,2013,2019,4,F,4321,55_113_20489_2003_4
631,55_113_20493,55,113,20493,2003,2008,2013,0,3,F,3214,55_113_20493_2003_3
632,55_113_20494,55,113,20494,2000,2005,2010,2016,4,F,2413,55_113_20494_2000_2
633,55_113_20495,55,113,20495,2002,2007,2012,2019,4,F,1243,55_113_20495_2002_1
634,55_113_20497,55,113,20497,2000,2005,2010,2015,4,F,1243,55_113_20497_2000_1
635,55_113_20498,55,113,20498,2000,2005,2010,2016,4,F,1342,55_113_20498_2000_1
636,55_113_20499,55,113,20499,2001,2006,2011,2017,4,F,1423,55_113_20499_2001_1
638,55_113_20501,55,113,20501,2003,2008,2013,0,3,M,2341,55_113_20501_2003_2
639,55_113_20503,55,113,20503,2001,2006,2011,2016,4,M,4213,55_113_20503_2001_4
640,55_113_20504,55,113,20504,2002,2007,2012,2018,4,F,2134,55_113_20504_2002_2
641,55_113_20505,55,113,20505,2001,2006,2011,2017,4,F,3421,55_113_20505_2001_3
642,55_113_20506,55,113,20506,2001,2006,2011,2016,4,F,4312,55_113_20506_2001_4
643,55_113_20507,55,113,20507,2001,2006,2011,2017,4,M,4312,55_113_20507_2001_4
644,55_113_20508,55,113,20508,2001,2006,2011,2017,4,F,2431,55_113_20508_2001_2
645,55_113_20509,55,113,20509,2004,2009,2014,0,3,F,3142,55_113_20509_2004_3
646,55_113_20511,55,113,20511,2005,2010,2016,0,3,F,2413,55_113_20511_2005_2
647,55_113_20512,55,113,20512,2000,2005,2010,2016,4,F,4312,55_113_20512_2000_4
648,55_113_20519,55,113,20519,2000,2005,2010,2016,4,F,3421,55_113_20519_2000_3
649,55_113_20521,55,113,20521,2000,2005,2010,2016,4,F,3241,55_113_20521_2000_3
650,55_113_20526,55,113,20526,2000,2005,2010,2015,4,F,2134,55_113_20526_2000_2
652,55_113_20529,55,113,20529,2000,2005,2010,2015,4,F,2341,55_113_20529_2000_2
654,55_113_20531,55,113,20531,2001,2006,2011,2018,4,F,4312,55_113_20531_2001_4
655,55_113_20532,55,113,20532,2001,2006,2011,2017,4,F,2341,55_113_20532_2001_2
656,55_113_20533,55,113,20533,2001,2006,2011,2016,4,F,1432,55_113_20533_2001_1
657,55_113_20534,55,113,20534,2001,2006,2011,2017,4,M,3412,55_113_20534_2001_3
658,55_113_20535,55,113,20535,2001,2006,2011,2017,4,F,1432,55_113_20535_2001_1
659,55_113_20536,55,113,20536,2001,2006,2011,2017,4,F,4231,55_113_20536_2001_4
660,55_113_20537,55,113,20537,2001,2006,2011,2017,4,F,4231,55_113_20537_2001_4
661,55_113_20540,55,113,20540,2001,2006,2011,2017,4,F,3142,55_113_20540_2001_3
662,55_113_20541,55,113,20541,2001,2006,2011,2017,4,F,3421,55_113_20541_2001_3
663,55_113_20542,55,113,20542,2001,2006,2011,2017,4,F,2314,55_113_20542_2001_2
664,55_113_20543,55,113,20543,2001,2006,2011,2018,4,F,2431,55_113_20543_2001_2
665,55_113_20544,55,113,20544,2001,2006,2011,2017,4,F,4312,55_113_20544_2001_4
666,55_113_20546,55,113,20546,2001,2006,2011,2017,4,F,3124,55_113_20546_2001_3
667,55_113_20548,55,113,20548,2001,2006,2011,2016,4,F,4132,55_113_20548_2001_4
668,55_113_20550,55,113,20550,2001,2006,2011,2018,4,F,2134,55_113_20550_2001_2
669,55_113_20551,55,113,20551,2001,2006,2011,2017,4,F,1324,55_113_20551_2001_1
670,55_113_20574,55,113,20574,2002,2007,2012,2018,4,M,4231,55_113_20574_2002_4
671,55_113_20577,55,113,20577,2002,2007,2012,2019,4,F,1423,55_113_20577_2002_1
672,55_113_20578,55,113,20578,2002,2007,2012,2018,4,F,3124,55_113_20578_2002_3
673,55_113_20579,55,113,20579,2002,2007,2012,2019,4,F,1234,55_113_20579_2002_1
674,55_113_20581,55,113,20581,2002,2007,2012,2018,4,M,2413,55_113_20581_2002_2
676,55_113_20584,55,113,20584,2002,2007,2012,2018,4,F,4312,55_113_20584_2002_4
677,55_113_20586,55,113,20586,2002,2007,2012,2018,4,F,4132,55_113_20586_2002_4
678,55_113_20587,55,113,20587,2002,2007,2012,2019,4,F,1234,55_113_20587_2002_1
679,55_113_20588,55,113,20588,2002,2007,2012,2018,4,F,1432,55_113_20588_2002_1
681,55_113_20590,55,113,20590,2002,2007,2012,2019,4,M,3412,55_113_20590_2002_3
682,55_113_20591,55,113,20591,2003,2008,2013,2019,4,F,4321,55_113_20591_2003_4
683,55_113_20592,55,113,20592,2003,2008,2013,0,3,F,1243,55_113_20592_2003_1
684,55_113_20593,55,113,20593,2003,2008,2013,0,3,F,4312,55_113_20593_2003_4
685,55_113_20595,55,113,20595,2003,2008,2013,0,3,F,2413,55_113_20595_2003_2
686,55_113_20597,55,113,20597,2003,2008,2013,0,3,F,3124,55_113_20597_2003_3
687,55_113_20598,55,113,20598,2003,2008,2013,0,3,F,3421,55_113_20598_2003_3
688,55_113_20599,55,113,20599,2003,2008,2013,0,3,F,2341,55_113_20599_2003_2
689,55_113_20601,55,113,20601,2003,2008,2013,0,3,F,1342,55_113_20601_2003_1
690,55_113_20602,55,113,20602,2003,2008,2013,0,3,F,2314,55_113_20602_2003_2
691,55_113_20603,55,113,20603,2003,2008,2013,0,3,F,3241,55_113_20603_2003_3
